26,26/02/2012,Stoke,Swansea,2,0,H,36.356,31.855,31.789
27,03/03/2012,Blackburn,Aston Villa,1,1,D,44.12,30.845,25.035
27,03/03/2012,Liverpool,Arsenal,1,2,A,34.728,29.059,36.214
27,03/03/2012,Man City,Bolton,2,0,H,90.127,9.211,0.662
27,03/03/2012,QPR,Everton,1,1,D,24.928,28.123,46.949
27,03/03/2012,Stoke,Norwich,1,0,H,40.307,29.79,29.903
27,03/03/2012,West Brom,Chelsea,1,0,H,36.972,28.853,34.175
27,03/03/2012,Wigan,Swansea,0,2,A,39.303,32.453,28.243
27,04/03/2012,Fulham,Wolves,5,0,H,65.425,22.201,12.374
27,04/03/2012,Newcastle,Sunderland,1,1,D,51.455,27.27,21.275
27,04/03/2012,Tottenham,Man United,1,3,A,22.156,27.239,50.605
28,10/03/2012,Aston Villa,Fulham,1,0,H,29.36,29.736,40.903
28,10/03/2012,Bolton,QPR,2,1,H,41.849,31.547,26.604
28,10/03/2012,Chelsea,Stoke,1,0,H,53.259,26.433,20.308
28,10/03/2012,Everton,Tottenham,1,0,H,36.995,32.503,30.501
28,10/03/2012,Sunderland,Liverpool,1,0,H,35.247,29.117,35.637
28,10/03/2012,Wolves,Blackburn,0,2,A,40.363,30.764,28.874
28,11/03/2012,Man United,West Brom,2,0,H,71.281,20.886,7.833
28,11/03/2012,Norwich,Wigan,1,1,D,59.713,26.766,13.522
28,11/03/2012,Swansea,Man City,1,0,H,20.476,24.819,54.706
28,12/03/2012,Arsenal,Newcastle,2,1,H,71.177,20.865,7.958
28,13/03/2012,Liverpool,Everton,3,0,H,39.571,29.006,31.423
29,17/03/2012,Fulham,Swansea,0,3,A,50.284,27.41,22.305
29,17/03/2012,Wigan,West Brom,1,1,D,31.167,31.313,37.52
29,18/03/2012,Newcastle,Norwich,1,0,H,47.648,28.646,23.706
29,18/03/2012,Wolves,Man United,0,5,A,7.67,15.173,77.157
29,20/03/2012,Blackburn,Sunderland,2,0,H,42.797,31.233,25.97
29,21/03/2012,Everton,Arsenal,0,1,A,16.787,24.159,59.054
29,21/03/2012,Man City,Chelsea,2,1,H,42.485,28.239,29.276
29,21/03/2012,QPR,Liverpool,3,2,H,22.648,27.051,50.302
29,21/03/2012,Tottenham,Stoke,1,1,D,60.69,23.922,15.388
30,24/03/2012,Arsenal,Aston Villa,3,0,H,75.933,17.586,6.481
30,24/03/2012,Bolton,Blackburn,2,1,H,20.399,25.831,53.769
30,24/03/2012,Chelsea,Tottenham,0,0,D,64.358,22.517,13.126
30,24/03/2012,Liverpool,Wigan,1,2,A,57.614,27.436,14.95
30,24/03/2012,Norwich,Wolves,2,1,H,58.032,27.74,14.227
30,24/03/2012,Stoke,Man City,1,1,D,24.597,27.932,47.471
30,24/03/2012,Sunderland,QPR,3,1,H,47.03,32.507,20.463
30,24/03/2012,Swansea,Everton,0,2,A,63.532,22.705,13.763
30,25/03/2012,West Brom,Newcastle,1,3,A,42.232,28.556,29.212
30,26/03/2012,Man United,Fulham,1,0,H,86.322,12.083,1.595
31,31/03/2012,Aston Villa,Chelsea,2,4,A,37.777,31.226,30.997
31,31/03/2012,Everton,West Brom,2,0,H,54.192,27.005,18.804
31,31/03/2012,Fulham,Norwich,2,1,H,52.195,28.188,19.617
31,31/03/2012,Man City,Sunderland,3,3,D,80.504,16.947,2.549
31,31/03/2012,QPR,Arsenal,2,1,H,7.574,14.819,77.607
31,31/03/2012,Wigan,Stoke,2,0,H,28.558,30.146,41.296
31,31/03/2012,Wolves,Bolton,2,3,A,28.965,29.475,41.56
31,01/04/2012,Newcastle,Liverpool,2,0,H,61.055,24.033,14.912
31,01/04/2012,Tottenham,Swansea,3,1,H,60.73,24.07,15.2
31,02/04/2012,Blackburn,Man United,0,2,A,15.791,24.489,59.72
32,05/04/2012,Swansea,Newcastle,0,2,A,33.487,32.999,33.513
32,07/04/2012,Bolton,Fulham,0,3,A,58.764,25.073,16.164
32,07/04/2012,Chelsea,Wigan,2,1,H,62.667,23.327,14.006
32,07/04/2012,Liverpool,Aston Villa,1,1,D,51.136,29.937,18.926
32,07/04/2012,Norwich,Everton,2,2,D,28.707,28.826,42.466
32,07/04/2012,Stoke,Wolves,2,1,H,70.152,20.222,9.626
32,07/04/2012,Sunderland,Tottenham,0,0,D,36.16,30.825,33.015
32,07/04/2012,West Brom,Blackburn,3,0,H,39.249,31.773,28.978
32,08/04/2012,Arsenal,Man City,1,0,H,48.659,27.171,24.17
32,08/04/2012,Man United,QPR,2,0,H,82.435,15.564,2.001
33,09/04/2012,Aston Villa,Stoke,1,1,D,37.54,32.178,30.282
33,09/04/2012,Everton,Sunderland,4,0,H,50.708,29.854,19.438
33,09/04/2012,Fulham,Chelsea,1,1,D,39.484,28.65,31.866
33,09/04/2012,Newcastle,Bolton,2,0,H,76.944,16.603,6.453
33,09/04/2012,Tottenham,Norwich,1,2,A,71.634,19.215,9.151
33,10/04/2012,Blackburn,Liverpool,2,3,A,41.109,31.352,27.538
33,11/04/2012,Man City,West Brom,4,0,H,71.37,19.54,9.09
33,11/04/2012,QPR,Swansea,3,0,H,31.389,30.36,38.251
33,11/04/2012,Wigan,Man United,1,0,H,8.864,17.004,74.132
33,11/04/2012,Wolves,Arsenal,0,3,A,10.725,17.729,71.546
34,14/04/2012,Norwich,Man City,1,6,A,18.137,26.664,55.199
34,14/04/2012,Sunderland,Wolves,0,0,D,66.443,23.787,9.77
34,14/04/2012,Swansea,Blackburn,3,0,H,50.155,31.243,18.602
34,14/04/2012,West Brom,QPR,1,0,H,37.06,32.128,30.813
34,15/04/2012,Man United,Aston Villa,4,0,H,79.363,17.744,2.893
34,16/04/2012,Arsenal,Wigan,1,2,A,69.692,20.584,9.724
35,21/04/2012,Arsenal,Chelsea,0,0,D,48.225,29.126,22.648
35,21/04/2012,Aston Villa,Sunderland,0,0,D,33.794,31.374,34.832
35,21/04/2012,Blackburn,Norwich,2,0,H,24.616,27.739,47.645
35,21/04/2012,Bolton,Swansea,1,1,D,52.372,28.245,19.383
35,21/04/2012,Fulham,Wigan,2,1,H,36.898,29.59,33.512
35,21/04/2012,Newcastle,Stoke,3,0,H,72.868,18.888,8.243
35,21/04/2012,QPR,Tottenham,1,0,H,31.895,28.603,39.503
35,22/04/2012,Liverpool,West Brom,0,1,A,59.503,24.237,16.26
35,22/04/2012,Man United,Everton,4,4,D,75.527,18.92,5.552
35,22/04/2012,Wolves,Man City,0,2,A,2.25,7.693,90.057
35,24/04/2012,Aston Villa,Bolton,1,2,A,38.639,31.808,29.553
36,28/04/2012,Everton,Fulham,4,0,H,58.601,25.236,16.163
36,28/04/2012,Norwich,Liverpool,0,3,A,42.154,29.734,28.112
